,H&M,Inditex,LVMH,Tapestry
2020-06-07,1.049261994258898e-16,0.43152933869288734,0.0,0.5684706613071127
2020-06-14,1.049261994258898e-16,0.43152933869288734,0.0,0.5684706613071127
2020-06-21,1.0909375067771041e-16,0.41962886122666226,0.0,0.5803711387733377
2020-06-28,1.0909375067771041e-16,0.41962886122666226,0.0,0.5803711387733377
2020-07-05,1.0909375067771041e-16,0.41962886122666226,0.0,0.5803711387733377
2020-07-12,1.0909375067771041e-16,0.41962886122666226,0.0,0.5803711387733377
2020-07-19,1.0365762390312803e-16,0.4109087116776478,0.0,0.5890912883223521
2020-07-26,1.0365762390312803e-16,0.4109087116776478,0.0,0.5890912883223521
2020-08-02,1.0365762390312803e-16,0.4109087116776478,0.0,0.5890912883223521
2020-08-09,1.0365762390312803e-16,0.4109087116776478,0.0,0.5890912883223521
2020-08-16,1.0365762390312803e-16,0.4109087116776478,0.0,0.5890912883223521
2020-08-23,9.373072900450673e-17,0.402948669442809,0.0,0.5970513305571908
2020-08-30,9.373072900450673e-17,0.402948669442809,0.0,0.5970513305571908
2020-09-06,9.373072900450673e-17,0.402948669442809,0.0,0.5970513305571908
2020-09-13,9.373072900450673e-17,0.402948669442809,0.0,0.5970513305571908
2020-09-20,8.556705256841411e-17,0.38873579760614757,0.0,0.6112642023938524
2020-09-27,8.556705256841411e-17,0.38873579760614757,0.0,0.6112642023938524
2020-10-04,8.556705256841411e-17,0.38873579760614757,0.0,0.6112642023938524
2020-10-11,8.556705256841411e-17,0.38873579760614757,0.0,0.6112642023938524
2020-10-18,9.521777620672362e-17,0.38873579760614757,0.0,0.6112642023938524
2020-10-25,9.521777620672362e-17,0.38873579760614757,0.0,0.6112642023938524
2020-11-01,9.521777620672362e-17,0.38873579760614757,0.0,0.6112642023938524
2020-11-08,9.521777620672362e-17,0.38873579760614757,0.0,0.6112642023938524
2020-11-15,9.521777620672362e-17,0.38873579760614757,0.0,0.6112642023938524
2020-11-22,1.0432346417816893e-16,0.30803876706714106,0.0,0.6919612329328588
2020-11-29,1.0432346417816893e-16,0.30803876706714106,0.0,0.6919612329328588
2020-12-06,1.0432346417816893e-16,0.30803876706714106,0.0,0.6919612329328588
2020-12-13,1.0432346417816893e-16,0.30803876706714106,0.0,0.6919612329328588
2020-12-20,8.5905806849744e-17,0.402948669442809,0.0,0.5970513305571908
2020-12-27,8.5905806849744e-17,0.402948669442809,0.0,0.5970513305571908
2021-01-03,8.5905806849744e-17,0.402948669442809,0.0,0.5970513305571908
2021-01-10,8.5905806849744e-17,0.402948669442809,0.0,0.5970513305571908
2021-01-17,8.038960677136273e-17,0.402948669442809,0.0,0.5970513305571908
2021-01-24,8.038960677136273e-17,0.402948669442809,0.0,0.5970513305571908
2021-01-31,8.038960677136273e-17,0.402948669442809,0.0,0.5970513305571908
2021-02-07,8.038960677136273e-17,0.402948669442809,0.0,0.5970513305571908
2021-02-14,8.038960677136273e-17,0.402948669442809,0.0,0.5970513305571908
2021-02-21,7.532114074820558e-17,0.402948669442809,0.0,0.5970513305571908
2021-02-28,7.532114074820558e-17,0.402948669442809,0.0,0.5970513305571908
2021-03-07,7.532114074820558e-17,0.402948669442809,0.0,0.5970513305571908
2021-03-14,7.532114074820558e-17,0.402948669442809,0.0,0.5970513305571908
2021-03-21,7.0721568168744e-17,0.402948669442809,0.0,0.5970513305571908
2021-03-28,7.0721568168744e-17,0.402948669442809,0.0,0.5970513305571908
2021-04-04,7.0721568168744e-17,0.402948669442809,0.0,0.5970513305571908
2021-04-11,7.0721568168744e-17,0.402948669442809,0.0,0.5970513305571908
2021-04-18,8.237029114580749e-17,0.402948669442809,0.0,0.5970513305571908
2021-04-25,8.237029114580749e-17,0.402948669442809,0.0,0.5970513305571908
2021-05-02,8.237029114580749e-17,0.402948669442809,0.0,0.5970513305571908
2021-05-09,8.237029114580749e-17,0.402948669442809,0.0,0.5970513305571908
2021-05-16,8.237029114580749e-17,0.402948669442809,0.0,0.5970513305571908
2021-05-23,7.836173227646124e-17,0.38873579760614757,0.0,0.6112642023938524
2021-05-30,7.836173227646124e-17,0.38873579760614757,0.0,0.6112642023938524
2021-06-06,7.836173227646124e-17,0.38873579760614757,0.0,0.6112642023938524
2021-06-13,7.836173227646124e-17,0.38873579760614757,0.0,0.6112642023938524
2021-06-20,1.2181904099446833e-16,0.30803876706714106,0.0,0.6919612329328588
2021-06-27,1.2181904099446833e-16,0.30803876706714106,0.0,0.6919612329328588
2021-07-04,1.2181904099446833e-16,0.30803876706714106,0.0,0.6919612329328588
2021-07-11,1.2181904099446833e-16,0.30803876706714106,0.0,0.6919612329328588
2021-07-18,1.2843802650328582e-16,0.3389749106399646,0.0,0.6610250893600352
2021-07-25,1.2843802650328582e-16,0.3389749106399646,0.0,0.6610250893600352
2021-08-01,1.2843802650328582e-16,0.3389749106399646,0.0,0.6610250893600352
2021-08-08,1.2843802650328582e-16,0.3389749106399646,0.0,0.6610250893600352
2021-08-15,1.2843802650328582e-16,0.3389749106399646,0.0,0.6610250893600352
2021-08-22,8.486860928280588e-17,0.4109087116776478,0.0,0.5890912883223521
2021-08-29,8.486860928280588e-17,0.4109087116776478,0.0,0.5890912883223521
2021-09-05,8.486860928280588e-17,0.4109087116776478,0.0,0.5890912883223521
2021-09-12,8.486860928280588e-17,0.4109087116776478,0.0,0.5890912883223521
2021-09-19,8.3619196145129e-17,0.4109087116776478,0.0,0.5890912883223521
2021-09-26,8.3619196145129e-17,0.4109087116776478,0.0,0.5890912883223521
2021-10-03,8.3619196145129e-17,0.4109087116776478,0.0,0.5890912883223521
2021-10-10,8.3619196145129e-17,0.4109087116776478,0.0,0.5890912883223521
2021-10-17,9.86784832170589e-17,0.4109087116776478,0.0,0.5890912883223521
2021-10-24,9.86784832170589e-17,0.4109087116776478,0.0,0.5890912883223521
2021-10-31,9.86784832170589e-17,0.4109087116776478,0.0,0.5890912883223521
2021-11-07,9.86784832170589e-17,0.4109087116776478,0.0,0.5890912883223521
2021-11-14,9.86784832170589e-17,0.4109087116776478,0.0,0.5890912883223521
2021-11-21,9.859234878454005e-17,0.3543689597878335,0.0,0.6456310402121663
2021-11-28,9.859234878454005e-17,0.3543689597878335,0.0,0.6456310402121663
2021-12-05,9.859234878454005e-17,0.3543689597878335,0.0,0.6456310402121663
2021-12-12,9.859234878454005e-17,0.3543689597878335,0.0,0.6456310402121663
2021-12-19,8.88142875497353e-17,0.4109087116776478,0.0,0.5890912883223521
2021-12-26,8.88142875497353e-17,0.4109087116776478,0.0,0.5890912883223521
2022-01-02,8.88142875497353e-17,0.4109087116776478,0.0,0.5890912883223521
2022-01-09,8.88142875497353e-17,0.4109087116776478,0.0,0.5890912883223521
2022-01-16,8.88142875497353e-17,0.4109087116776478,0.0,0.5890912883223521
2022-01-23,9.554482845112337e-17,0.3389749106399646,0.0,0.6610250893600352
2022-01-30,9.554482845112337e-17,0.3389749106399646,0.0,0.6610250893600352
2022-02-06,9.554482845112337e-17,0.3389749106399646,0.0,0.6610250893600352
2022-02-13,9.554482845112337e-17,0.3389749106399646,0.0,0.6610250893600352
2022-02-20,1.1190956545694004e-16,0.3543689597878335,0.0,0.6456310402121663
2022-02-27,1.1190956545694004e-16,0.3543689597878335,0.0,0.6456310402121663
2022-03-06,1.1190956545694004e-16,0.3543689597878335,0.0,0.6456310402121663
2022-03-13,1.1190956545694004e-16,0.3543689597878335,0.0,0.6456310402121663
2022-03-20,1.2029317467561564e-16,0.3648284605885863,0.0,0.6351715394114136
2022-03-27,1.2029317467561564e-16,0.3648284605885863,0.0,0.6351715394114136
2022-04-03,1.2029317467561564e-16,0.3648284605885863,0.0,0.6351715394114136
2022-04-10,1.2029317467561564e-16,0.3648284605885863,0.0,0.6351715394114136
2022-04-17,8.186359014319514e-17,0.3738297466464447,0.0,0.6261702533535554
2022-04-24,8.186359014319514e-17,0.3738297466464447,0.0,0.6261702533535554
2022-05-01,8.186359014319514e-17,0.3738297466464447,0.0,0.6261702533535554
2022-05-08,8.186359014319514e-17,0.3738297466464447,0.0,0.6261702533535554
2022-05-15,8.186359014319514e-17,0.3738297466464447,0.0,0.6261702533535554
2022-05-22,7.857237897142663e-17,0.3738297466464447,0.0,0.6261702533535554
2022-05-29,7.857237897142663e-17,0.3738297466464447,0.0,0.6261702533535554
2022-06-05,7.857237897142663e-17,0.3738297466464447,0.0,0.6261702533535554
2022-06-12,7.857237897142663e-17,0.3738297466464447,0.0,0.6261702533535554
2022-06-19,9.215718466126788e-17,0.38873579760614757,0.0,0.6112642023938524
2022-06-26,9.215718466126788e-17,0.38873579760614757,0.0,0.6112642023938524
2022-07-03,9.215718466126788e-17,0.38873579760614757,0.0,0.6112642023938524
2022-07-10,9.215718466126788e-17,0.38873579760614757,0.0,0.6112642023938524
2022-07-17,1.0324070429194325e-16,0.38873579760614757,0.0,0.6112642023938524
2022-07-24,1.0324070429194325e-16,0.38873579760614757,0.0,0.6112642023938524
2022-07-31,1.0324070429194325e-16,0.38873579760614757,0.0,0.6112642023938524
2022-08-07,1.0324070429194325e-16,0.38873579760614757,0.0,0.6112642023938524
2022-08-14,1.0324070429194325e-16,0.38873579760614757,0.0,0.6112642023938524
2022-08-21,9.585169120482632e-17,0.38873579760614757,0.0,0.6112642023938524
2022-08-28,9.585169120482632e-17,0.38873579760614757,0.0,0.6112642023938524
2022-09-04,9.585169120482632e-17,0.38873579760614757,0.0,0.6112642023938524
2022-09-11,9.585169120482632e-17,0.38873579760614757,0.0,0.6112642023938524
2022-09-18,8.433112488201461e-17,0.38873579760614757,0.0,0.6112642023938524
2022-09-25,8.433112488201461e-17,0.38873579760614757,0.0,0.6112642023938524
2022-10-02,8.433112488201461e-17,0.38873579760614757,0.0,0.6112642023938524
2022-10-09,8.433112488201461e-17,0.38873579760614757,0.0,0.6112642023938524
2022-10-16,8.433112488201461e-17,0.38873579760614757,0.0,0.6112642023938524
2022-10-23,1.1062971737906017e-16,0.38873579760614757,0.0,0.6112642023938524
2022-10-30,1.1062971737906017e-16,0.38873579760614757,0.0,0.6112642023938524
2022-11-06,1.1062971737906017e-16,0.38873579760614757,0.0,0.6112642023938524
2022-11-13,1.1062971737906017e-16,0.38873579760614757,0.0,0.6112642023938524
2022-11-20,1.1348742813573092e-16,0.38873579760614757,0.0,0.6112642023938524
2022-11-27,1.1348742813573092e-16,0.38873579760614757,0.0,0.6112642023938524
2022-12-04,1.1348742813573092e-16,0.38873579760614757,0.0,0.6112642023938524
2022-12-11,1.1348742813573092e-16,0.38873579760614757,0.0,0.6112642023938524
2022-12-18,9.215718466126788e-17,0.38873579760614757,0.0,0.6112642023938524
2022-12-25,9.215718466126788e-17,0.38873579760614757,0.0,0.6112642023938524
2023-01-01,9.215718466126788e-17,0.38873579760614757,0.0,0.6112642023938524
2023-01-08,9.215718466126788e-17,0.38873579760614757,0.0,0.6112642023938524
2023-01-15,9.215718466126788e-17,0.38873579760614757,0.0,0.6112642023938524
2023-01-22,7.742120132094398e-17,0.38873579760614757,0.0,0.6112642023938524
2023-01-29,7.742120132094398e-17,0.38873579760614757,0.0,0.6112642023938524
2023-02-05,7.742120132094398e-17,0.38873579760614757,0.0,0.6112642023938524
2023-02-12,7.742120132094398e-17,0.38873579760614757,0.0,0.6112642023938524
2023-02-19,9.412796357338309e-17,0.38873579760614757,0.0,0.6112642023938524
2023-02-26,9.412796357338309e-17,0.38873579760614757,0.0,0.6112642023938524
2023-03-05,9.412796357338309e-17,0.38873579760614757,0.0,0.6112642023938524
2023-03-12,9.412796357338309e-17,0.38873579760614757,0.0,0.6112642023938524
2023-03-19,7.639095336434635e-17,0.38873579760614757,0.0,0.6112642023938524
2023-03-26,7.639095336434635e-17,0.38873579760614757,0.0,0.6112642023938524
2023-04-02,7.639095336434635e-17,0.38873579760614757,0.0,0.6112642023938524
2023-04-09,7.639095336434635e-17,0.38873579760614757,0.0,0.6112642023938524
2023-04-16,7.238678838270661e-17,0.38873579760614757,0.0,0.6112642023938524
2023-04-23,7.238678838270661e-17,0.38873579760614757,0.0,0.6112642023938524
2023-04-30,7.238678838270661e-17,0.38873579760614757,0.0,0.6112642023938524
2023-05-07,7.238678838270661e-17,0.38873579760614757,0.0,0.6112642023938524
2023-05-14,7.238678838270661e-17,0.38873579760614757,0.0,0.6112642023938524
2023-05-21,7.670195494744808e-17,0.38873579760614757,0.0,0.6112642023938524
2023-05-28,7.670195494744808e-17,0.38873579760614757,0.0,0.6112642023938524
2023-06-04,7.670195494744808e-17,0.38873579760614757,0.0,0.6112642023938524
2023-06-11,7.670195494744808e-17,0.38873579760614757,0.0,0.6112642023938524
2023-06-18,9.521777620672365e-17,0.38873579760614757,0.0,0.6112642023938524
2023-06-25,9.521777620672365e-17,0.38873579760614757,0.0,0.6112642023938524
2023-07-02,9.521777620672365e-17,0.38873579760614757,0.0,0.6112642023938524
2023-07-09,9.521777620672365e-17,0.38873579760614757,0.0,0.6112642023938524
2023-07-16,9.521777620672365e-17,0.38873579760614757,0.0,0.6112642023938524
2023-07-23,1.0004030030972876e-16,0.38873579760614757,0.0,0.6112642023938524
2023-07-30,1.0004030030972876e-16,0.38873579760614757,0.0,0.6112642023938524
2023-08-06,1.0004030030972876e-16,0.38873579760614757,0.0,0.6112642023938524
2023-08-13,1.0004030030972876e-16,0.38873579760614757,0.0,0.6112642023938524
2023-08-20,1.0453127166480544e-16,0.38873579760614757,0.0,0.6112642023938524
2023-08-27,1.0453127166480544e-16,0.38873579760614757,0.0,0.6112642023938524
2023-09-03,1.0453127166480544e-16,0.38873579760614757,0.0,0.6112642023938524
2023-09-10,1.0453127166480544e-16,0.38873579760614757,0.0,0.6112642023938524
2023-09-17,9.090153307964372e-17,0.38873579760614757,0.0,0.6112642023938524
2023-09-24,9.090153307964372e-17,0.38873579760614757,0.0,0.6112642023938524
2023-10-01,9.090153307964372e-17,0.38873579760614757,0.0,0.6112642023938524
2023-10-08,9.090153307964372e-17,0.38873579760614757,0.0,0.6112642023938524
2023-10-15,9.090153307964372e-17,0.38873579760614757,0.0,0.6112642023938524
2023-10-22,1.166419170249138e-16,0.38873579760614757,0.0,0.6112642023938524
2023-10-29,1.166419170249138e-16,0.38873579760614757,0.0,0.6112642023938524
2023-11-05,1.166419170249138e-16,0.38873579760614757,0.0,0.6112642023938524
2023-11-12,1.166419170249138e-16,0.38873579760614757,0.0,0.6112642023938524
2023-11-19,1.0350468081388068e-16,0.38873579760614757,0.0,0.6112642023938524
2023-11-26,1.0350468081388068e-16,0.38873579760614757,0.0,0.6112642023938524
2023-12-03,1.0350468081388068e-16,0.38873579760614757,0.0,0.6112642023938524
2023-12-10,1.0350468081388068e-16,0.38873579760614757,0.0,0.6112642023938524
2023-12-17,8.255545714751855e-17,0.38873579760614757,0.0,0.6112642023938524
2023-12-24,8.255545714751855e-17,0.38873579760614757,0.0,0.6112642023938524
2023-12-31,8.255545714751855e-17,0.38873579760614757,0.0,0.6112642023938524
2024-01-07,8.255545714751855e-17,0.38873579760614757,0.0,0.6112642023938524
2024-01-14,8.255545714751855e-17,0.38873579760614757,0.0,0.6112642023938524
2024-01-21,7.476428888194627e-17,0.38873579760614757,0.0,0.6112642023938524
2024-01-28,7.476428888194627e-17,0.38873579760614757,0.0,0.6112642023938524
2024-02-04,7.476428888194627e-17,0.38873579760614757,0.0,0.6112642023938524
2024-02-11,7.476428888194627e-17,0.38873579760614757,0.0,0.6112642023938524
2024-02-18,8.476904379431417e-17,0.38873579760614757,0.0,0.6112642023938524
2024-02-25,8.476904379431417e-17,0.38873579760614757,0.0,0.6112642023938524
2024-03-03,8.476904379431417e-17,0.38873579760614757,0.0,0.6112642023938524
2024-03-10,8.476904379431417e-17,0.38873579760614757,0.0,0.6112642023938524
2024-03-17,8.476904379431417e-17,0.38873579760614757,0.0,0.6112642023938524
2024-03-24,8.476904379431417e-17,0.38873579760614757,0.0,0.6112642023938524
2024-03-31,8.476904379431417e-17,0.38873579760614757,0.0,0.6112642023938524
2024-04-07,8.476904379431417e-17,0.38873579760614757,0.0,0.6112642023938524
2024-04-14,8.476904379431417e-17,0.38873579760614757,0.0,0.6112642023938524
2024-04-21,7.644974227774238e-17,0.38873579760614757,0.0,0.6112642023938524
2024-04-28,7.644974227774238e-17,0.38873579760614757,0.0,0.6112642023938524
2024-05-05,7.644974227774238e-17,0.38873579760614757,0.0,0.6112642023938524
2024-05-12,7.644974227774238e-17,0.38873579760614757,0.0,0.6112642023938524
2024-05-19,8.323410362560625e-17,0.38873579760614757,0.0,0.6112642023938524
2024-05-26,8.323410362560625e-17,0.38873579760614757,0.0,0.6112642023938524
2024-06-02,8.323410362560625e-17,0.38873579760614757,0.0,0.6112642023938524
2024-06-09,8.323410362560625e-17,0.38873579760614757,0.0,0.6112642023938524
2024-06-16,1.0429079210331695e-16,0.38873579760614757,0.0,0.6112642023938524
2024-06-23,1.0429079210331695e-16,0.38873579760614757,0.0,0.6112642023938524
2024-06-30,1.0429079210331695e-16,0.38873579760614757,0.0,0.6112642023938524
2024-07-07,1.0429079210331695e-16,0.38873579760614757,0.0,0.6112642023938524
2024-07-14,1.0429079210331695e-16,0.38873579760614757,0.0,0.6112642023938524
2024-07-21,1.1614257507987676e-16,0.38873579760614757,0.0,0.6112642023938524
2024-07-28,1.1614257507987676e-16,0.38873579760614757,0.0,0.6112642023938524
2024-08-04,1.1614257507987676e-16,0.38873579760614757,0.0,0.6112642023938524
2024-08-11,1.1614257507987676e-16,0.38873579760614757,0.0,0.6112642023938524
2024-08-18,1.0856039583402091e-16,0.38873579760614757,0.0,0.6112642023938524
2024-08-25,1.0856039583402091e-16,0.38873579760614757,0.0,0.6112642023938524
2024-09-01,1.0856039583402091e-16,0.38873579760614757,0.0,0.6112642023938524
2024-09-08,1.0856039583402091e-16,0.38873579760614757,0.0,0.6112642023938524
2024-09-15,1.0856039583402091e-16,0.38873579760614757,0.0,0.6112642023938524
2024-09-22,1.0420613252528794e-16,0.38873579760614757,0.0,0.6112642023938524
2024-09-29,1.0420613252528794e-16,0.38873579760614757,0.0,0.6112642023938524
2024-10-06,1.0420613252528794e-16,0.38873579760614757,0.0,0.6112642023938524
2024-10-13,1.0420613252528794e-16,0.38873579760614757,0.0,0.6112642023938524
2024-10-20,1.1539820459215175e-16,0.38873579760614757,0.0,0.6112642023938524
2024-10-27,1.1539820459215175e-16,0.38873579760614757,0.0,0.6112642023938524
2024-11-03,1.1539820459215175e-16,0.38873579760614757,0.0,0.6112642023938524
2024-11-10,1.1539820459215175e-16,0.38873579760614757,0.0,0.6112642023938524
2024-11-17,1.1285650636505828e-16,0.38873579760614757,0.0,0.6112642023938524
2024-11-24,1.1285650636505828e-16,0.38873579760614757,0.0,0.6112642023938524
2024-12-01,1.1285650636505828e-16,0.38873579760614757,0.0,0.6112642023938524
2024-12-08,1.1285650636505828e-16,0.38873579760614757,0.0,0.6112642023938524
2024-12-15,1.1285650636505828e-16,0.38873579760614757,0.0,0.6112642023938524
2024-12-22,8.584761355187473e-17,0.38873579760614757,0.0,0.6112642023938524
2024-12-29,8.584761355187473e-17,0.38873579760614757,0.0,0.6112642023938524
2025-01-05,8.584761355187473e-17,0.38873579760614757,0.0,0.6112642023938524
2025-01-12,8.584761355187473e-17,0.38873579760614757,0.0,0.6112642023938524
2025-01-19,8.269282799717816e-17,0.38873579760614757,0.0,0.6112642023938524
2025-01-26,8.269282799717816e-17,0.38873579760614757,0.0,0.6112642023938524
2025-02-02,8.269282799717816e-17,0.38873579760614757,0.0,0.6112642023938524
2025-02-09,8.269282799717816e-17,0.38873579760614757,0.0,0.6112642023938524
2025-02-16,8.774702636201342e-17,0.38873579760614757,0.0,0.6112642023938524
2025-02-23,8.774702636201342e-17,0.38873579760614757,0.0,0.6112642023938524
2025-03-02,8.774702636201342e-17,0.38873579760614757,0.0,0.6112642023938524
2025-03-09,8.774702636201342e-17,0.38873579760614757,0.0,0.6112642023938524
2025-03-16,8.774702636201342e-17,0.38873579760614757,0.0,0.6112642023938524
2025-03-23,8.629889495671332e-17,0.38873579760614757,0.0,0.6112642023938524
2025-03-30,8.629889495671332e-17,0.38873579760614757,0.0,0.6112642023938524
2025-04-06,8.629889495671332e-17,0.38873579760614757,0.0,0.6112642023938524
2025-04-13,8.629889495671332e-17,0.38873579760614757,0.0,0.6112642023938524
2025-04-20,8.587892675314722e-17,0.38873579760614757,0.0,0.6112642023938524
2025-04-27,8.587892675314722e-17,0.38873579760614757,0.0,0.6112642023938524
2025-05-04,8.587892675314722e-17,0.38873579760614757,0.0,0.6112642023938524
2025-05-11,8.587892675314722e-17,0.38873579760614757,0.0,0.6112642023938524
2025-05-18,8.90965931158126e-17,0.38873579760614757,0.0,0.6112642023938524
2025-05-25,8.90965931158126e-17,0.38873579760614757,0.0,0.6112642023938524
2025-06-01,8.90965931158126e-17,0.38873579760614757,0.0,0.6112642023938524
2025-06-08,8.90965931158126e-17,0.38873579760614757,0.0,0.6112642023938524
2025-06-15,8.90965931158126e-17,0.38873579760614757,0.0,0.6112642023938524
2025-06-22,1.1940193995639623e-16,0.38873579760614757,0.0,0.6112642023938524
2025-06-29,1.1940193995639623e-16,0.38873579760614757,0.0,0.6112642023938524
2025-07-06,1.1940193995639623e-16,0.38873579760614757,0.0,0.6112642023938524
2025-07-13,1.1940193995639623e-16,0.38873579760614757,0.0,0.6112642023938524
2025-07-20,1.1980434005964824e-16,0.38873579760614757,0.0,0.6112642023938524
2025-07-27,1.1980434005964824e-16,0.38873579760614757,0.0,0.6112642023938524
2025-08-03,1.1980434005964824e-16,0.38873579760614757,0.0,0.6112642023938524
2025-08-10,1.1980434005964824e-16,0.38873579760614757,0.0,0.6112642023938524
2025-08-17,1.137114816016533e-16,0.38873579760614757,0.0,0.6112642023938524
2025-08-24,1.137114816016533e-16,0.38873579760614757,0.0,0.6112642023938524
2025-08-31,1.137114816016533e-16,0.38873579760614757,0.0,0.6112642023938524
2025-09-07,1.137114816016533e-16,0.38873579760614757,0.0,0.6112642023938524
2025-09-14,1.137114816016533e-16,0.38873579760614757,0.0,0.6112642023938524
2025-09-21,9.99929888747032e-17,0.38873579760614757,0.0,0.6112642023938524
2025-09-28,9.99929888747032e-17,0.38873579760614757,0.0,0.6112642023938524
2025-10-05,9.99929888747032e-17,0.38873579760614757,0.0,0.6112642023938524
2025-10-12,9.99929888747032e-17,0.38873579760614757,0.0,0.6112642023938524
2025-10-19,1.0173563760967682e-16,0.38873579760614757,0.0,0.6112642023938524
2025-10-26,1.0173563760967682e-16,0.38873579760614757,0.0,0.6112642023938524
2025-11-02,1.0173563760967682e-16,0.38873579760614757,0.0,0.6112642023938524
2025-11-09,1.0173563760967682e-16,0.38873579760614757,0.0,0.6112642023938524
2025-11-16,1.0263054904773226e-16,0.38873579760614757,0.0,0.6112642023938524
2025-11-23,1.0263054904773226e-16,0.38873579760614757,0.0,0.6112642023938524
2025-11-30,1.0263054904773226e-16,0.38873579760614757,0.0,0.6112642023938524
2025-12-07,1.0263054904773226e-16,0.38873579760614757,0.0,0.6112642023938524
2025-12-14,1.0263054904773226e-16,0.38873579760614757,0.0,0.6112642023938524
2025-12-21,1.0263054904773226e-16,0.38873579760614757,0.0,0.6112642023938524
2025-12-28,1.0263054904773226e-16,0.38873579760614757,0.0,0.6112642023938524
